,Unnamed: 0,Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Y,RAM latency,% defective devices (from 1000 pc),QDR benchamrk
3807,3807,HP,AMD Ryzen 5,4,2TB SSD,Nvidia RTX 3060,14.0,3840x2160,7.5,2.99,Linux,1531.43,7.3,9.29,1812.0
3808,3808,Apple,AMD Ryzen 5,32,256GB SSD,Nvidia RTX 3060,16.0,1920x1080,10.2,2.75,macOS,2703.24,7.9,6.97,1493.0
3809,3809,Lenovo,Intel i3,16,512GB SSD,Nvidia RTX 3080,13.3,1366x768,11.9,3.09,macOS,990.24,6.9,11.17,1624.0
3810,3810,MSI,Intel i7,8,512GB SSD,Nvidia RTX 2060,15.6,1366x768,5.9,3.17,Linux,1540.66,7.3,6.43,1441.0
3811,3811,Acer,Intel i3,4,1TB SSD,Nvidia GTX 1650,14.0,2560x1440,11.6,1.34,Windows,989.5,6.9,14.55,693.0
3812,3812,Samsung,AMD Ryzen 9,16,512GB SSD,Nvidia RTX 2060,14.0,2560x1440,7.3,1.32,Windows,2566.79,7.9,3.21,496.0
3813,3813,Acer,AMD Ryzen 9,16,512GB SSD,AMD Radeon RX 6600,15.6,3840x2160,5.0,3.34,Linux,3605.23,8.2,13.77,1577.0
3814,3814,Razer,Intel i9,4,1TB HDD,AMD Radeon RX 6600,17.3,1920x1080,11.8,2.55,Windows,2064.61,7.6,13.02,1050.0
3815,3815,Acer,Intel i7,4,1TB HDD,AMD Radeon RX 6800,13.3,3840x2160,11.5,2.64,Linux,1710.62,7.4,6.02,1846.0
3816,3816,HP,AMD Ryzen 7,16,1TB SSD,Nvidia RTX 3060,16.0,3840x2160,7.8,1.23,Windows,2735.23,7.9,10.31,1116.0
3817,3817,HP,Intel i3,16,1TB SSD,Nvidia RTX 2060,13.3,2560x1440,9.7,1.57,Windows,1122.74,7.0,8.14,965.0
3818,3818,Apple,Intel i3,8,1TB HDD,Nvidia RTX 3060,14.0,1920x1080,8.1,3.23,FreeDOS,1160.18,7.1,13.36,1057.0
3819,3819,Apple,AMD Ryzen 9,4,2TB SSD,Nvidia GTX 1650,13.3,1366x768,6.0,1.95,FreeDOS,1947.86,7.6,10.1,462.0
3820,3820,Apple,Intel i7,8,256GB SSD,Integrated,14.0,1920x1080,4.5,2.07,Linux,1222.4,7.1,8.63,1568.0
3821,3821,Acer,AMD Ryzen 7,8,1TB SSD,AMD Radeon RX 6600,16.0,1920x1080,11.5,2.39,FreeDOS,1335.46,7.2,11.4,2134.0
3822,3822,Apple,AMD Ryzen 5,4,2TB SSD,Nvidia RTX 2060,15.6,2560x1440,11.3,1.77,Linux,1970.58,7.6,11.71,1195.0
3823,3823,Microsoft,AMD Ryzen 7,16,512GB SSD,Integrated,14.0,3840x2160,10.0,2.24,macOS,1589.41,7.4,14.96,1887.0
3824,3824,Asus,AMD Ryzen 3,4,1TB SSD,AMD Radeon RX 6600,15.6,2560x1440,7.1,2.53,Linux,950.82,6.9,10.81,812.0
3825,3825,Microsoft,AMD Ryzen 3,8,512GB SSD,AMD Radeon RX 6800,16.0,2560x1440,8.3,1.96,FreeDOS,1033.71,6.9,14.96,412.0
3826,3826,Asus,AMD Ryzen 3,32,512GB SSD,Integrated,16.0,3840x2160,11.4,1.3,macOS,1580.47,7.4,8.17,908.0
3827,3827,Dell,AMD Ryzen 9,64,512GB SSD,Nvidia RTX 2060,16.0,1920x1080,5.5,2.45,Linux,4342.35,8.4,8.78,1682.0
3828,3828,Asus,Intel i5,4,256GB SSD,AMD Radeon RX 6800,13.3,1920x1080,5.6,1.26,Windows,783.22,6.7,9.4,1297.0
3829,3829,Asus,AMD Ryzen 7,32,1TB HDD,Nvidia RTX 3060,13.3,1366x768,10.5,3.23,Linux,1536.96,7.3,9.92,1314.0
3830,3830,Samsung,AMD Ryzen 9,8,1TB HDD,Integrated,17.3,1366x768,7.3,1.48,FreeDOS,991.72,6.9,10.22,992.0
3831,3831,Asus,AMD Ryzen 7,8,2TB SSD,AMD Radeon RX 6800,14.0,1366x768,8.0,1.55,Linux,1181.72,7.1,10.6,780.0
3832,3832,HP,Intel i9,64,1TB HDD,Nvidia RTX 3060,15.6,1920x1080,5.5,1.44,macOS,3517.02,8.2,16.55,677.0
3833,3833,Apple,AMD Ryzen 9,32,256GB SSD,Nvidia RTX 3080,17.3,3840x2160,9.8,2.45,Windows,7115.5,8.9,11.38,1333.0
3834,3834,HP,Intel i7,64,512GB SSD,Nvidia RTX 3060,17.3,1366x768,8.6,2.99,Linux,2677.87,7.9,8.71,1658.0
3835,3835,Samsung,AMD Ryzen 5,8,256GB SSD,AMD Radeon RX 6600,16.0,1366x768,10.3,2.01,FreeDOS,987.48,6.9,11.27,839.0
3836,3836,Asus,Intel i7,8,512GB SSD,AMD Radeon RX 6600,13.3,2560x1440,8.0,3.34,Windows,1451.79,7.3,12.61,1341.0
3837,3837,HP,AMD Ryzen 7,64,1TB SSD,Nvidia RTX 3080,15.6,3840x2160,11.6,3.15,Windows,5469.88,8.6,10.82,977.0
3838,3838,Apple,Intel i7,8,256GB SSD,AMD Radeon RX 6600,14.0,2560x1440,7.9,3.37,Windows,2431.88,7.8,8.82,1882.0
3839,3839,Lenovo,AMD Ryzen 5,8,2TB SSD,AMD Radeon RX 6800,17.3,1366x768,10.0,1.49,FreeDOS,954.01,6.9,10.43,743.0
3840,3840,Samsung,Intel i5,8,2TB SSD,Nvidia RTX 2060,17.3,1920x1080,9.2,2.79,FreeDOS,1122.99,7.0,8.16,490.0
3841,3841,Samsung,AMD Ryzen 7,4,512GB SSD,Nvidia GTX 1650,16.0,1920x1080,4.1,3.26,macOS,1266.72,7.1,8.63,1588.0
3842,3842,MSI,AMD Ryzen 7,4,2TB SSD,Nvidia RTX 3060,17.3,3840x2160,5.6,2.08,Linux,2777.63,7.9,9.69,1978.0
3843,3843,Razer,AMD Ryzen 3,64,256GB SSD,Nvidia GTX 1650,13.3,1366x768,4.6,2.71,Windows,2457.24,7.8,5.17,1670.0
3844,3844,MSI,Intel i3,32,1TB HDD,AMD Radeon RX 6800,16.0,2560x1440,5.0,2.04,macOS,1876.96,7.5,9.46,1289.0
3845,3845,Acer,Intel i9,16,256GB SSD,Nvidia GTX 1650,14.0,3840x2160,9.2,2.71,macOS,3184.52,8.1,8.65,1890.0
3846,3846,Acer,AMD Ryzen 7,4,512GB SSD,Nvidia RTX 2060,16.0,1920x1080,11.0,1.61,FreeDOS,1322.76,7.2,11.09,1174.0
3847,3847,Acer,Intel i3,8,2TB SSD,AMD Radeon RX 6600,13.3,1920x1080,11.1,2.57,Linux,1005.73,6.9,10.5,629.0
3848,3848,HP,AMD Ryzen 5,8,1TB SSD,AMD Radeon RX 6600,14.0,2560x1440,5.5,1.98,Linux,1372.3,7.2,5.69,920.0
3849,3849,Samsung,AMD Ryzen 7,64,512GB SSD,Nvidia RTX 3060,16.0,2560x1440,9.5,3.36,Linux,4147.8,8.3,4.6,1409.0
3850,3850,HP,AMD Ryzen 3,64,1TB HDD,Nvidia RTX 2060,14.0,1366x768,10.4,2.42,Windows,1291.79,7.2,8.98,1283.0
3851,3851,MSI,Intel i5,32,256GB SSD,Nvidia GTX 1650,16.0,1366x768,9.8,1.33,FreeDOS,1953.57,7.6,10.33,1706.0
3852,3852,Lenovo,AMD Ryzen 7,64,1TB SSD,AMD Radeon RX 6600,15.6,1366x768,9.6,2.93,Windows,2603.86,7.9,13.01,553.0
3853,3853,Razer,AMD Ryzen 9,32,512GB SSD,Nvidia RTX 3080,13.3,1366x768,9.3,2.04,macOS,2961.14,8.0,16.55,1320.0
3854,3854,Apple,AMD Ryzen 9,8,512GB SSD,Nvidia RTX 2060,16.0,3840x2160,8.3,2.49,Windows,4379.09,8.4,8.95,1320.0
3855,3855,HP,AMD Ryzen 5,32,1TB HDD,AMD Radeon RX 6600,16.0,1366x768,8.6,2.62,FreeDOS,1106.4,7.0,15.72,1508.0
3856,3856,Lenovo,AMD Ryzen 5,4,512GB SSD,Nvidia GTX 1650,17.3,1366x768,10.6,2.0,macOS,758.7,6.6,5.24,1156.0
3857,3857,Lenovo,Intel i9,32,256GB SSD,AMD Radeon RX 6800,13.3,1920x1080,11.9,1.87,macOS,2789.69,7.9,5.88,1386.0
3858,3858,Asus,AMD Ryzen 5,16,256GB SSD,Nvidia RTX 2060,13.3,3840x2160,10.0,2.8,FreeDOS,1996.19,7.6,6.78,1255.0
3859,3859,MSI,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 2060,15.6,3840x2160,6.1,2.14,FreeDOS,3032.6,8.0,8.77,1359.0
3860,3860,Lenovo,Intel i5,16,1TB HDD,Integrated,16.0,1366x768,10.9,3.37,FreeDOS,693.06,6.5,9.41,1895.0
3861,3861,Razer,AMD Ryzen 3,8,1TB SSD,Nvidia GTX 1650,13.3,2560x1440,7.0,2.39,macOS,1599.97,7.4,7.3,1494.0
3862,3862,Asus,AMD Ryzen 3,8,1TB SSD,Integrated,15.6,3840x2160,10.7,1.74,Windows,1187.59,7.1,3.71,1128.0
3863,3863,MSI,Intel i9,4,2TB SSD,Integrated,13.3,1920x1080,11.6,2.5,macOS,1443.08,7.3,14.49,910.0
3864,3864,Lenovo,Intel i9,4,2TB SSD,Nvidia RTX 3080,17.3,2560x1440,7.6,3.24,Windows,2050.83,7.6,10.37,1007.0
3865,3865,Samsung,AMD Ryzen 3,64,1TB HDD,Nvidia RTX 2060,13.3,3840x2160,11.3,1.56,Linux,2751.07,7.9,8.8,1801.0
3866,3866,Microsoft,AMD Ryzen 7,4,1TB SSD,Nvidia GTX 1650,14.0,2560x1440,4.5,2.13,Linux,1506.43,7.3,6.01,1000.0
3867,3867,Dell,Intel i7,32,512GB SSD,Integrated,13.3,2560x1440,10.1,2.02,Windows,1735.06,7.5,13.16,1302.0
3868,3868,Razer,Intel i7,32,2TB SSD,AMD Radeon RX 6600,17.3,3840x2160,5.8,1.21,FreeDOS,5063.81,8.5,16.11,552.0
3869,3869,MSI,Intel i3,32,1TB HDD,Nvidia RTX 2060,13.3,3840x2160,10.8,2.6,macOS,2354.62,7.8,11.09,550.0
3870,3870,Razer,Intel i3,16,256GB SSD,Nvidia RTX 2060,17.3,2560x1440,9.9,1.5,Windows,1953.31,7.6,8.94,1360.0
3871,3871,Asus,Intel i3,64,2TB SSD,AMD Radeon RX 6800,14.0,1366x768,8.7,2.58,macOS,1558.21,7.4,9.83,1718.0
3872,3872,Acer,AMD Ryzen 5,4,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,10.5,2.68,Windows,1262.48,7.1,12.51,1360.0
3873,3873,Samsung,Intel i7,4,1TB HDD,AMD Radeon RX 6600,14.0,1366x768,4.4,3.36,Linux,774.76,6.7,6.36,1282.0
3874,3874,Acer,AMD Ryzen 5,4,2TB SSD,Nvidia RTX 2060,17.3,2560x1440,6.2,2.36,FreeDOS,1269.38,7.1,11.69,840.0
3875,3875,Lenovo,Intel i7,4,256GB SSD,Nvidia RTX 3060,17.3,1920x1080,10.2,1.58,FreeDOS,1301.87,7.2,11.8,1697.0
3876,3876,Microsoft,AMD Ryzen 9,32,1TB HDD,AMD Radeon RX 6800,16.0,1366x768,11.2,3.32,Windows,2164.52,7.7,3.3,730.0
3877,3877,HP,Intel i9,16,1TB HDD,Integrated,14.0,1366x768,12.0,2.23,Windows,1089.24,7.0,10.81,1039.0
3878,3878,Asus,Intel i9,16,2TB SSD,Nvidia RTX 3060,15.6,1920x1080,8.4,3.22,macOS,2215.76,7.7,9.46,1397.0
3879,3879,Razer,AMD Ryzen 5,16,2TB SSD,Nvidia RTX 2060,15.6,3840x2160,6.1,2.08,macOS,3183.53,8.1,9.07,1306.0
3880,3880,MSI,AMD Ryzen 9,16,512GB SSD,Nvidia RTX 3060,16.0,1366x768,4.4,1.95,macOS,2515.57,7.8,14.83,955.0
3881,3881,HP,Intel i7,64,512GB SSD,Integrated,14.0,3840x2160,9.2,2.3,FreeDOS,3225.05,8.1,7.49,1486.0
3882,3882,Apple,Intel i3,16,2TB SSD,Nvidia GTX 1650,17.3,1366x768,11.3,2.06,macOS,1519.99,7.3,5.62,2057.0
3883,3883,Acer,AMD Ryzen 5,32,512GB SSD,AMD Radeon RX 6600,17.3,3840x2160,5.8,2.45,FreeDOS,2877.0,8.0,7.77,1608.0
3884,3884,Asus,AMD Ryzen 7,4,1TB SSD,AMD Radeon RX 6600,17.3,3840x2160,9.9,3.45,FreeDOS,1907.84,7.6,12.36,814.0
3885,3885,HP,AMD Ryzen 7,64,256GB SSD,Nvidia RTX 3080,16.0,3840x2160,8.8,1.22,Linux,5485.45,8.6,13.13,1280.0
3886,3886,MSI,AMD Ryzen 9,64,2TB SSD,Nvidia RTX 3080,13.3,3840x2160,10.1,3.17,FreeDOS,8562.44,9.1,14.26,1709.0
3887,3887,MSI,Intel i7,32,1TB HDD,AMD Radeon RX 6800,16.0,1920x1080,7.4,1.36,Windows,2487.09,7.8,6.22,947.0
3888,3888,MSI,Intel i7,8,1TB HDD,Nvidia RTX 2060,17.3,1366x768,9.0,1.93,Linux,1115.49,7.0,13.52,1630.0
3889,3889,Lenovo,Intel i9,64,2TB SSD,Nvidia RTX 3060,17.3,1920x1080,7.5,2.05,FreeDOS,4241.3,8.4,9.94,664.0
3890,3890,Dell,AMD Ryzen 3,16,1TB SSD,Nvidia RTX 3080,17.3,1920x1080,5.4,2.29,Windows,993.8,6.9,13.98,1205.0
3891,3891,Samsung,Intel i5,16,1TB HDD,Nvidia RTX 3080,17.3,1366x768,4.9,2.46,FreeDOS,918.72,6.8,18.18,1465.0
3892,3892,MSI,AMD Ryzen 5,64,1TB HDD,Nvidia RTX 3060,13.3,2560x1440,7.2,2.5,macOS,3158.58,8.1,7.89,1013.0
3893,3893,MSI,AMD Ryzen 7,4,512GB SSD,AMD Radeon RX 6600,17.3,2560x1440,5.7,2.86,FreeDOS,2039.19,7.6,9.06,1233.0
3894,3894,Samsung,Intel i9,32,256GB SSD,Integrated,13.3,1366x768,8.8,2.14,Linux,1564.26,7.4,13.47,1097.0
3895,3895,Lenovo,AMD Ryzen 7,64,1TB HDD,Nvidia GTX 1650,13.3,3840x2160,4.2,2.86,FreeDOS,4239.89,8.4,13.16,1003.0
3896,3896,Microsoft,Intel i5,32,256GB SSD,AMD Radeon RX 6800,15.6,1920x1080,4.5,1.55,macOS,1843.16,7.5,6.6,1076.0
3897,3897,Samsung,AMD Ryzen 3,64,1TB SSD,Nvidia RTX 3060,15.6,3840x2160,4.6,2.67,Windows,3540.14,8.2,10.86,1383.0
3898,3898,Acer,AMD Ryzen 9,16,2TB SSD,Nvidia GTX 1650,14.0,2560x1440,7.4,3.03,Windows,2538.5,7.8,11.91,1313.0
3899,3899,Dell,AMD Ryzen 9,16,512GB SSD,Nvidia RTX 2060,13.3,3840x2160,9.7,2.03,Windows,3321.8,8.1,14.26,1619.0
3900,3900,Asus,AMD Ryzen 7,64,1TB SSD,AMD Radeon RX 6600,15.6,2560x1440,10.5,3.11,FreeDOS,4135.77,8.3,7.77,1731.0
3901,3901,Dell,Intel i5,16,256GB SSD,Integrated,17.3,2560x1440,8.6,1.96,macOS,978.76,6.9,9.47,658.0
3902,3902,HP,AMD Ryzen 3,8,2TB SSD,AMD Radeon RX 6800,14.0,1920x1080,7.6,1.32,macOS,865.87,6.8,6.86,581.0
3903,3903,Microsoft,Intel i3,32,256GB SSD,Integrated,16.0,2560x1440,8.3,1.37,Windows,1264.65,7.1,8.75,1091.0
3904,3904,Lenovo,Intel i7,8,1TB HDD,Nvidia RTX 3080,13.3,1366x768,9.7,2.24,Windows,1036.19,6.9,14.26,1155.0
3905,3905,Samsung,AMD Ryzen 7,8,512GB SSD,Nvidia RTX 3080,16.0,2560x1440,6.6,3.0,macOS,1714.92,7.4,8.98,1698.0
3906,3906,Razer,Intel i7,4,2TB SSD,Nvidia GTX 1650,14.0,1366x768,7.7,1.33,macOS,1215.34,7.1,6.08,1325.0
3907,3907,Lenovo,Intel i3,8,1TB HDD,Nvidia RTX 3080,15.6,2560x1440,7.1,2.28,Linux,920.08,6.8,8.72,1467.0
3908,3908,Dell,Intel i7,8,1TB HDD,Nvidia RTX 3080,16.0,1920x1080,8.1,2.35,Linux,1142.96,7.0,11.58,1680.0
3909,3909,Acer,Intel i5,8,512GB SSD,Nvidia RTX 2060,16.0,3840x2160,9.8,2.13,macOS,1784.03,7.5,13.66,1635.0
3910,3910,Microsoft,Intel i7,64,1TB HDD,Nvidia RTX 3080,15.6,1920x1080,8.8,3.19,Windows,2683.2,7.9,12.28,923.0
3911,3911,Apple,AMD Ryzen 3,8,2TB SSD,Nvidia GTX 1650,17.3,1920x1080,10.2,2.41,FreeDOS,1526.33,7.3,1.49,766.0
3912,3912,HP,AMD Ryzen 5,64,256GB SSD,Nvidia GTX 1650,13.3,1920x1080,11.4,1.67,Linux,2355.55,7.8,1.18,940.0
3913,3913,Acer,Intel i7,32,256GB SSD,Nvidia RTX 2060,13.3,2560x1440,9.7,3.09,FreeDOS,2478.72,7.8,4.52,833.0
3914,3914,Acer,Intel i7,8,1TB HDD,AMD Radeon RX 6600,14.0,3840x2160,6.3,3.02,Windows,1705.68,7.4,7.83,1375.0
3915,3915,HP,AMD Ryzen 7,64,1TB SSD,Nvidia RTX 2060,15.6,3840x2160,7.1,2.01,Linux,5485.0,8.6,5.72,435.0
3916,3916,Apple,AMD Ryzen 3,4,2TB SSD,Nvidia RTX 2060,15.6,3840x2160,7.9,2.15,Linux,2053.33,7.6,12.01,2248.0
3917,3917,Microsoft,AMD Ryzen 5,32,1TB HDD,Nvidia RTX 2060,17.3,2560x1440,5.7,1.38,Windows,1827.34,7.5,12.19,2097.0
3918,3918,Apple,AMD Ryzen 7,4,256GB SSD,Integrated,13.3,1920x1080,8.0,2.75,Windows,1074.19,7.0,6.54,597.0
3919,3919,Microsoft,Intel i7,32,512GB SSD,AMD Radeon RX 6800,15.6,2560x1440,10.9,2.64,macOS,2865.98,8.0,-0.49,1225.0
3920,3920,HP,AMD Ryzen 5,16,256GB SSD,Nvidia RTX 2060,14.0,3840x2160,8.8,2.09,FreeDOS,2033.43,7.6,18.95,1681.0
3921,3921,Dell,Intel i9,8,1TB HDD,Nvidia RTX 2060,16.0,2560x1440,8.5,3.45,Linux,1792.09,7.5,6.92,1356.0
3922,3922,Lenovo,Intel i5,32,256GB SSD,AMD Radeon RX 6800,13.3,1920x1080,7.3,1.27,FreeDOS,1739.27,7.5,10.2,810.0
3923,3923,Samsung,Intel i9,4,256GB SSD,Nvidia RTX 3080,13.3,1920x1080,11.2,3.32,macOS,1535.55,7.3,11.61,944.0
3924,3924,HP,Intel i7,4,1TB HDD,Nvidia GTX 1650,16.0,1366x768,10.8,1.29,Windows,766.97,6.6,12.29,1290.0
3925,3925,Lenovo,Intel i5,8,2TB SSD,Nvidia GTX 1650,16.0,3840x2160,4.4,3.02,Linux,1969.11,7.6,11.78,2053.0
3926,3926,Lenovo,AMD Ryzen 9,8,2TB SSD,Nvidia RTX 2060,16.0,1366x768,5.5,1.77,Linux,1656.86,7.4,8.45,1612.0
3927,3927,HP,Intel i5,4,1TB SSD,Integrated,17.3,1920x1080,7.4,1.76,Linux,662.72,6.5,12.44,1567.0
3928,3928,HP,AMD Ryzen 7,64,256GB SSD,Integrated,15.6,1920x1080,4.8,1.94,Windows,2229.29,7.7,4.55,853.0
3929,3929,Apple,AMD Ryzen 7,64,1TB HDD,Nvidia RTX 3060,14.0,1920x1080,11.0,2.76,macOS,3764.52,8.2,11.17,2011.0
3930,3930,Lenovo,AMD Ryzen 7,8,1TB HDD,Nvidia RTX 3080,15.6,2560x1440,5.3,2.22,Windows,1492.01,7.3,4.38,1367.0
3931,3931,HP,AMD Ryzen 9,32,512GB SSD,Nvidia GTX 1650,17.3,1366x768,11.3,1.45,macOS,2412.36,7.8,10.69,1336.0
3932,3932,Asus,AMD Ryzen 9,16,256GB SSD,Nvidia RTX 2060,17.3,2560x1440,8.3,2.65,Windows,2602.59,7.9,11.8,1119.0
3933,3933,Razer,Intel i9,32,256GB SSD,Nvidia RTX 3080,16.0,2560x1440,9.0,1.96,Windows,5187.17,8.6,12.01,1749.0
3934,3934,Dell,AMD Ryzen 3,16,512GB SSD,AMD Radeon RX 6800,13.3,1366x768,10.9,2.24,macOS,764.47,6.6,7.24,1505.0
3935,3935,HP,AMD Ryzen 9,8,256GB SSD,AMD Radeon RX 6600,17.3,1920x1080,8.7,1.23,Linux,1761.63,7.5,10.85,1747.0
3936,3936,MSI,AMD Ryzen 7,4,512GB SSD,AMD Radeon RX 6800,13.3,3840x2160,6.7,2.71,Linux,2534.46,7.8,6.17,1000.0
3937,3937,Microsoft,AMD Ryzen 3,16,1TB SSD,AMD Radeon RX 6800,14.0,1366x768,5.5,1.26,FreeDOS,878.79,6.8,4.64,1937.0
3938,3938,Dell,AMD Ryzen 5,16,2TB SSD,Nvidia GTX 1650,15.6,2560x1440,6.2,1.3,macOS,1504.43,7.3,12.2,1163.0
3939,3939,Asus,Intel i3,64,1TB HDD,AMD Radeon RX 6600,13.3,2560x1440,8.6,1.33,FreeDOS,1982.54,7.6,11.9,1108.0
3940,3940,Apple,Intel i7,8,1TB HDD,Integrated,17.3,3840x2160,10.1,2.55,FreeDOS,1910.72,7.6,11.63,1393.0
3941,3941,Samsung,Intel i5,32,1TB HDD,Nvidia RTX 2060,15.6,2560x1440,11.1,2.92,FreeDOS,1885.09,7.5,11.41,1434.0
3942,3942,Razer,Intel i9,32,1TB HDD,AMD Radeon RX 6800,17.3,1366x768,7.9,1.26,FreeDOS,2926.14,8.0,10.95,1097.0
3943,3943,Acer,AMD Ryzen 3,32,1TB SSD,AMD Radeon RX 6800,17.3,3840x2160,9.7,3.48,macOS,2352.81,7.8,6.1,703.0
3944,3944,Dell,AMD Ryzen 9,8,2TB SSD,Nvidia RTX 3060,14.0,1920x1080,10.8,3.49,FreeDOS,1654.64,7.4,4.32,1760.0
3945,3945,Microsoft,Intel i3,32,1TB SSD,Nvidia GTX 1650,14.0,3840x2160,5.0,2.66,Windows,2111.1,7.7,10.23,1455.0
3946,3946,Acer,AMD Ryzen 3,16,2TB SSD,Integrated,13.3,1366x768,9.2,3.35,macOS,630.67,6.4,10.03,1505.0
3947,3947,Microsoft,Intel i9,64,512GB SSD,AMD Radeon RX 6600,13.3,2560x1440,9.6,2.38,macOS,5044.17,8.5,6.69,866.0
3948,3948,HP,Intel i5,4,512GB SSD,Nvidia RTX 3060,16.0,3840x2160,6.7,1.6,Linux,1531.81,7.3,12.3,1427.0
3949,3949,Apple,Intel i3,16,256GB SSD,Nvidia RTX 2060,13.3,2560x1440,9.9,1.85,FreeDOS,1820.12,7.5,15.74,256.0
3950,3950,Acer,Intel i5,16,1TB HDD,Nvidia GTX 1650,16.0,3840x2160,10.3,3.44,Linux,1717.29,7.4,10.29,265.0
3951,3951,HP,Intel i3,16,512GB SSD,AMD Radeon RX 6800,14.0,2560x1440,5.1,1.87,macOS,1239.76,7.1,14.72,615.0
3952,3952,Microsoft,AMD Ryzen 5,32,1TB SSD,Nvidia GTX 1650,15.6,1366x768,6.0,1.39,macOS,1603.76,7.4,11.83,1827.0
3953,3953,Samsung,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 3080,13.3,1920x1080,5.2,1.38,macOS,573.43,6.4,6.39,956.0
3954,3954,Dell,Intel i7,8,512GB SSD,AMD Radeon RX 6600,14.0,2560x1440,5.6,3.22,Linux,1449.27,7.3,9.11,1701.0
3955,3955,Razer,AMD Ryzen 3,32,512GB SSD,AMD Radeon RX 6800,17.3,3840x2160,8.5,2.59,macOS,3407.93,8.1,9.55,1555.0
3956,3956,Acer,Intel i3,4,1TB SSD,Nvidia RTX 3080,17.3,3840x2160,11.7,3.46,macOS,1357.24,7.2,8.75,1139.0
3957,3957,Apple,AMD Ryzen 7,16,1TB HDD,Nvidia GTX 1650,14.0,3840x2160,6.7,2.7,Linux,3166.61,8.1,10.93,1209.0
3958,3958,Samsung,Intel i3,64,1TB SSD,Nvidia RTX 3060,14.0,1920x1080,10.5,2.98,Linux,2070.04,7.6,6.73,1128.0
3959,3959,Razer,AMD Ryzen 7,4,256GB SSD,Nvidia RTX 3080,14.0,3840x2160,6.6,1.91,Linux,2616.83,7.9,13.49,1891.0
3960,3960,Acer,AMD Ryzen 9,32,512GB SSD,Nvidia RTX 2060,16.0,2560x1440,9.2,2.39,Linux,3581.4,8.2,13.5,1791.0
3961,3961,Apple,Intel i3,16,1TB HDD,Nvidia GTX 1650,16.0,1366x768,10.0,2.74,macOS,1212.39,7.1,7.55,1373.0
3962,3962,Dell,Intel i3,32,2TB SSD,Nvidia GTX 1650,16.0,2560x1440,6.3,1.29,FreeDOS,1690.85,7.4,8.8,1191.0
3963,3963,Microsoft,Intel i9,16,256GB SSD,AMD Radeon RX 6800,15.6,2560x1440,6.3,3.19,macOS,2857.09,8.0,19.15,1448.0
3964,3964,Acer,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 3080,16.0,1366x768,7.3,1.21,Linux,1810.68,7.5,9.73,979.0
3965,3965,Acer,AMD Ryzen 9,32,512GB SSD,AMD Radeon RX 6600,13.3,1366x768,7.2,2.52,Linux,2318.83,7.7,10.19,1400.0
3966,3966,Acer,Intel i3,8,512GB SSD,AMD Radeon RX 6600,13.3,3840x2160,4.2,2.9,Linux,1382.0,7.2,11.82,791.0
3967,3967,Acer,AMD Ryzen 3,64,1TB SSD,AMD Radeon RX 6600,16.0,2560x1440,11.1,2.74,Linux,2849.93,8.0,8.17,953.0
3968,3968,Lenovo,AMD Ryzen 3,8,1TB HDD,AMD Radeon RX 6600,14.0,2560x1440,5.2,1.68,macOS,996.27,6.9,4.18,1691.0
3969,3969,Samsung,AMD Ryzen 5,16,512GB SSD,Integrated,13.3,2560x1440,4.6,3.36,macOS,1009.83,6.9,6.73,1123.0
3970,3970,MSI,Intel i5,8,2TB SSD,Nvidia RTX 3080,14.0,1920x1080,11.2,2.16,Linux,1402.01,7.2,14.57,519.0
3971,3971,Lenovo,Intel i9,8,1TB SSD,AMD Radeon RX 6600,15.6,2560x1440,11.4,1.59,Windows,2303.15,7.7,12.59,815.0
3972,3972,Dell,AMD Ryzen 5,8,256GB SSD,Nvidia RTX 3060,17.3,3840x2160,9.1,3.33,Linux,1746.11,7.5,12.61,1287.0
3973,3973,Razer,AMD Ryzen 3,64,1TB HDD,Nvidia RTX 3060,16.0,1920x1080,8.0,1.55,Windows,2624.49,7.9,9.53,806.0
3974,3974,Apple,Intel i3,64,1TB HDD,Nvidia RTX 3080,13.3,1366x768,7.3,2.34,Linux,2210.47,7.7,5.99,1370.0
3975,3975,Asus,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 2060,17.3,1366x768,11.7,2.42,Windows,702.51,6.6,8.25,617.0
3976,3976,HP,AMD Ryzen 7,8,1TB HDD,Nvidia GTX 1650,17.3,2560x1440,7.0,2.78,FreeDOS,1546.07,7.3,7.21,1412.0
3977,3977,Samsung,Intel i9,8,256GB SSD,Nvidia RTX 3060,17.3,2560x1440,8.3,1.43,FreeDOS,2191.57,7.7,12.15,1461.0
3978,3978,Razer,AMD Ryzen 3,4,512GB SSD,Nvidia RTX 3060,13.3,3840x2160,5.5,2.67,Linux,1664.83,7.4,10.77,1058.0
3979,3979,Lenovo,AMD Ryzen 9,4,1TB HDD,AMD Radeon RX 6800,17.3,2560x1440,6.1,1.23,Linux,1725.55,7.5,8.96,859.0
3980,3980,MSI,AMD Ryzen 3,32,512GB SSD,Nvidia RTX 3080,16.0,2560x1440,10.6,1.95,Windows,2437.28,7.8,6.26,821.0
